ID,SubmissionDate,starttime,endtime,username,name_collector,date_collected,consent,location.Latitude,location.Longitude,location.Altitude,location.Accuracy,location_survey,kampala_live,education,year_studies,status,doing now,looking,unemployed_future,unemployed_reasons_1,unemployed_reasons_2,unemployed_reasons_3,unemployed_reasons_4,unemployed_reasons_5,unemployed_reasons_6,unemployed_reasons_7,unemployed_reasons_8,unemployed_reasons_9,unemployed_reasons_10,unemployed_reasons_11,unemployed_reasons_12,unemployed_reasons_13,unemployed_reasons_14,unemployed_reasons_15,activities,paid,enterprise,self,position,job_field,prefer,workers,satisfaction,desire_change,change_reason,likely,jobs,interviews,time_search,steps,steps2_1,steps2_2,steps2_3,steps2_4,steps2_5,steps2_6,steps2_7,steps2_8,steps2_9,steps2_10,steps2_11,steps2_12,steps2_13,steps2_14,positions_looking,jobs_applied,jobs_interviewed,refusals,refusal_reason,income,min_incomelevel,incomelevel,career_center,from_employer,friends_relateives,social_media,website,radio,newspapers,TV,word_of_mouth,other,challenges,obstacles_1,obstacles_2,obstacles_3,obstacles_4,obstacles_5,obstacles_6,obstacles_7,obstacles_8,obstacles_9,obstacles_10,obstacles_11,obstacles_12,obstacles_13,obstacles_14,obstacles_15,obstacles_16,time_looking,ed.training_useful,Gender,Religion,LGBQI,reg_origina,disabilities,level_needed,qualities_needed_1,qualities_needed_2,qualities_needed_3,qualities_needed_4,qualities_needed_5,qualities_needed_6,qualities_needed_7,qualities_needed_8,qualities_needed_9,qualities_needed_10,qualities_needed_11,relevance,competitive,effect,age,gender,region,instanceID,Form_ver,number_of_years
59,,,,,,,1,,,,,,,I_am_currently_studying_at_the_university_level,NA,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,1,Managerial&administrative,NA,NA,6-10_workers,Somewhat_satisfied,Yes,To_have_better_career_prospects,"Likely,but_not_certain",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,250000,400000,Never,A_great_deal,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Never,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,More_than_1_year,NA,NA,NA,NA,NA,NA,Computer_and_IT_training,0,0,0,0,1,0,0,0,0,0,0,Somewhat_relevant,NA,Major_effect,23-25,Male,Region3,,,1-2 years
60,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),NA,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_for_the_government/public_sector,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,1,200000,600000,Occasionally,Occasionally,A_great_deal,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Completed_university_education,0,0,1,0,0,0,0,0,0,0,0,NA,Highly_competitive,Major_effect,17-19,Female,Region2,,,3-4 years
61,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),NA,Not_currently_working,Engaged_in_education,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_forown/family_farm,NA,NA,NA,NA,NA,NA,NA,Less_than_a_week,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,NA,1,200000,300000,A_great_deal,Never,A_great_deal,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Completed_university_education,0,0,0,0,0,1,0,0,0,0,0,NA,Highly_competitive,Minor_effect,17-19,Male,Region2,,,1-2 years
62,,,,,,,1,,,,,,,I_have_somesecondaryschool_education_but_left_before_graduation,NA,Not_currently_working,Engaged_in_education,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_for_the_government/public_sector,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,0,NA,200000,Never,Never,Occasionally,Occasionally,Never,Occasionally,A_great_deal,Occasionally,Occasionally,Never,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Completed_vocational_training,0,0,0,0,1,0,0,0,0,0,0,NA,Somewhat_competitive,Minor_effect,20-22,Female,Region4,,,3-4 years
63,,,,,,,1,,,,,,,I_have_somesecondaryschool_education_but_left_before_graduation,NA,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_for_someone_elses_farm,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,1,0,NA,1,400000,600000,Never,A_great_deal,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,1,0,0,0,0,0,0,NA,Slightly_competitive,Major_effect,23-25,Male,Region2,,,1-2 years
68,,,,,,,1,,,,,,,I_have_completed_vocational_school_education,NA,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,1,Clerical,NA,NA,21-50_workers,Somewhat_satisfied,Yes,To_get_higher_pay,Do_not_know,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,500000,500000,Never,Never,Never,Never,Never,Never,Never,Never,A_great_deal,Never,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Less_than_a_week,NA,NA,NA,NA,NA,NA,Computer_and_IT_training,0,0,0,1,0,0,0,0,0,0,0,Relevant,NA,Major_effect,23-25,Female,Region1,,,3-4 years
69,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),NA,Not_currently_working,Engaged_in_training,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_for_a_private_company,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,NA,0,NA,300000,A_great_deal,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,A_great_deal,Never,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Completed_vocational_training,0,0,0,0,0,1,0,0,0,0,0,NA,Highly_competitive,Minor_effect,23-25,Male,Region1,,,1-2 years
70,,,,,,,1,,,,,,,I_am_currently_studying_at_a_vocational_or_technicalschool,NA,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_family_business,paid,,1,Salesworker,NA,NA,11-20_workers,Very_satisfied,Yes,To_get_higher_pay,Very_likely,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,300000,Never,A_great_deal,A_great_deal,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6_months-1year,NA,NA,NA,NA,NA,NA,Completed_secondary_education,0,0,0,1,0,0,0,0,0,0,0,Relevant,NA,Minor_effect,23-25,Male,Region2,,,3-4 years
71,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),NA,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,NA,1,50000,200000,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,A_great_deal,Never,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Completed_university_education,0,0,0,1,0,0,0,0,0,0,0,NA,Not_competitive,Neutral,20-22,Male,Region2,,,1-2 years
72,,,,,,,1,,,,,,,I_have_completed_vocational_school_education,NA,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Not_sure,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,0,NA,0,NA,300000,Never,Occasionally,A_great_deal,Never,Never,Never,Never,Never,Occasionally,Never,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Completed_university_education,0,0,0,0,0,0,0,1,0,0,0,NA,Highly_competitive,No_effect,20-22,Female,Region2,,,3-4 years
77,,,,,,,1,,,,,,,I_have_completed_vocational_school_education,NA,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Professional&technical,NA,NA,21-50_workers,Very_satisfied,Yes,To_get_higher_pay,"Likely,but_not_certain",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,100000,500000,Never,A_great_deal,A_great_deal,Never,Never,Never,Never,Never,Occasionally,Never,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1-4_weeks,NA,NA,NA,NA,NA,NA,Other,0,0,0,1,0,0,0,0,0,0,0,Unsure,NA,Major_effect,20-22,Female,Region2,,,1-2 years
78,,,,,,,1,,,,,,,I_have_somesecondaryschool_education_but_left_before_graduation,NA,Not_currently_working,Engaged_in_education,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,Less_than_a_week,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,NA,0,NA,500000,Occasionally,Occasionally,A_great_deal,Never,Never,Never,Never,Never,Occasionally,Never,Not_sure,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Completed_vocational_training,0,0,0,0,0,0,1,0,0,0,0,NA,Highly_competitive,Major_effect,20-22,Female,Region3,,,3-4 years
79,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),2017,Internship_or_apprenticeship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internship.apprenticeship_non-profit,paid,,0,Other,Businessadministration,NA,Less_than_5_workers,Somewhat_satisfied,Yes,To_have_better_career_prospects,"Likely,but_not_certain",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Wages_offered_were_too_low,1,100000,850000,Never,Occasionally,A_great_deal,Occasionally,Never,Never,Occasionally,Never,Occasionally,Never,NA,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1-2_months,Somewhat_useful,Occasionally,Occasionally,Never,Occasionally,A_great_deal,Completed_university_education,0,0,0,1,0,0,0,0,0,0,0,Relevant,NA,Major_effect,17-19,Male,Region2,,,1-2 years
80,,,,,,,1,,,,,,,I_have_completed_vocational_school_education,2017,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,paid,,1,Other,Other,NA,Less_than_5_workers,Somewhat_satisfied,No,NA,Very_likely,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Wages_offered_were_too_low,1,800000,2000000,Never,Occasionally,A_great_deal,A_great_deal,Occasionally,Occasionally,Occasionally,A_great_deal,A_great_deal,Never,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,More_than_1_year,Very_useful,A_great_deal,Occasionally,A_great_deal,A_great_deal,A_great_deal,Completed_university_education,0,0,0,0,0,0,0,0,1,0,0,Relevant,NA,Major_effect,23-25,Female,Region2,,,3-4 years
81,,,,,,,1,,,,,,,I_am_currently_studying_at_the_university_level,NA,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internship.apprenticeship_privatecompany,unpaid,,1,Managerial&administrative,Businessadministration,NA,21-50_workers,Somewhat_satisfied,No,NA,"Likely,but_not_certain",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,500,NA,A_great_deal,Occasionally,Occasionally,A_great_deal,A_great_deal,A_great_deal,A_great_deal,A_great_deal,A_great_deal,A_great_deal,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3-6_months,Very_useful,A_great_deal,A_great_deal,Occasionally,Occasionally,A_great_deal,Completed_university_education,1,0,0,0,0,0,0,0,0,0,0,Relevant,NA,Major_effect,26-29,Female,Region2,,,1-2 years
86,,,,,,,1,,,,,,,I_am_currently_studying_at_the_university_level,NA,Not_currently_working,Engaged_in_education,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,1,Wages_offered_were_too_low,1,300000,600000,A_great_deal,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,A_great_deal,Never,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,A_great_deal,Occasionally,A_great_deal,Occasionally,A_great_deal,Completed_university_education,1,0,0,0,0,0,0,0,0,0,0,NA,Highly_competitive,Neutral,20-22,Female,Region1,,,3-4 years
87,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),2017,Not_currently_working,Engaged_in_education,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_for_a_private_company,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,1,50000,200000,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Yes,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,Occasionally,A_great_deal,A_great_deal,Occasionally,Occasionally,Completed_university_education,1,0,0,0,0,0,0,0,0,0,0,NA,Highly_competitive,Major_effect,17-19,Female,Region2,,,1-2 years
88,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),2011,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Clerical,Workerinsales/retail/shop/restaurants,NA,11-20_workers,Somewhat_satisfied,Yes,To_have_better_working_conditions,Very_likely,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Work_was_not_interesting,1,200000,200000,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,A_great_deal,A_great_deal,Occasionally,Occasionally,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1-2_months,Very_useful,Never,Never,Never,A_great_deal,A_great_deal,Completed_university_education,0,0,0,0,0,1,0,0,0,0,0,Very_relevant,NA,Neutral,26-29,Male,Region4,,,3-4 years
89,,,,,,,1,,,,,,,I_have_completed_my_university_education,2015,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Clerical,Workerinsales/retail/shop/restaurants,NA,11-20_workers,Very_satisfied,Notsure,Other,Very_likely,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Work_would_not_match_my_level_of_qualifications,0,NA,400000,Occasionally,A_great_deal,A_great_deal,Never,Never,Never,Never,Never,A_great_deal,Never,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Less_than_a_week,Somewhat_useful,Never,Never,Never,A_great_deal,A_great_deal,Completed_university_education,0,0,0,0,1,0,0,0,0,0,0,Very_relevant,NA,Minor_effect,23-25,Female,Region2,,,1-2 years
90,,,,,,,1,,,,,,,I_have_somesecondaryschool_education_but_left_before_graduation,2014,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Clerical,Workerinsales/retail/shop/restaurants,NA,Less_than_5_workers,Somewhat_satisfied,Yes,To_get_higher_pay,Very_likely,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,150000,200000,Never,Occasionally,A_great_deal,Never,Never,Never,Never,Never,Occasionally,Never,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6_months-1year,Not_useful,Never,Never,Occasionally,Never,Occasionally,Completed_vocational_training,0,0,0,0,1,0,0,0,0,0,0,Somewhat_relevant,NA,Neutral,20-22,Female,Region1,,,3-4 years
95,,,,,,,1,,,,,,,I_have_completed_vocational_school_education,2017,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Clerical,Businessadministration,NA,Less_than_5_workers,Very_unsatisfied,Yes,To_have_better_career_prospects,Do_not_know,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Location_was_not_convenient,1,300000,400000,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,A_great_deal,Never,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1-4_weeks,Very_useful,Never,Never,Never,Never,Never,Completed_university_education,0,0,0,1,0,0,0,0,0,0,0,Very_relevant,NA,Minor_effect,23-25,Female,Region3,,,1-2 years
96,,,,,,,1,,,,,,,I_have_completed_vocational_school_education,2016,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Professional&technical,Healthcareoccupation,NA,11-20_workers,Very_satisfied,No,NA,Not_likely,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Saw_no_possibilities_for_advancement,1,200000,500000,Never,A_great_deal,A_great_deal,A_great_deal,A_great_deal,Occasionally,Occasionally,Occasionally,A_great_deal,Never,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1-4_weeks,Very_useful,A_great_deal,A_great_deal,Occasionally,A_great_deal,A_great_deal,Completed_university_education,0,1,1,0,0,1,0,1,1,0,0,Very_relevant,NA,Major_effect,23-25,Female,Region3,,,3-4 years
97,,,,,,,1,,,,,,,I_have_completed_my_university_education,2013,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Salesworker,Workerinsales/retail/shop/restaurants,NA,Less_than_5_workers,Very_satisfied,Yes,To_get_higher_pay,Not_likely,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,300000,500000,Never,Occasionally,A_great_deal,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,NA,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Less_than_a_week,Very_useful,Occasionally,A_great_deal,A_great_deal,A_great_deal,Occasionally,Completed_vocational_training,1,0,1,1,1,0,0,1,0,0,0,Very_relevant,NA,Major_effect,26-29,Male,Region4,,,1-2 years
98,,,,,,,1,,,,,,,I_have_somesecondaryschool_education_but_left_before_graduation,2010,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_family_business,paid,,1,Salesworker,Handicraft,NA,11-20_workers,Very_satisfied,No,NA,Very_likely,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Location_was_not_convenient,1,1500000,2000000,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,More_than_1_year,Somewhat_useful,A_great_deal,A_great_deal,Never,A_great_deal,Occasionally,Other,0,1,0,0,1,0,0,0,1,0,0,Not_relevant,NA,Moderate_effect,26-29,Male,Region2,,,3-4 years
99,,,,,,,1,,,,,,,I_have_completed_my_university_education,2014,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Managerial&administrative,Businessadministration,NA,6-10_workers,Very_satisfied,Yes,To_have_better_career_prospects,Very_likely,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Work_would_not_match_my_level_of_qualifications,1,700000,1500000,Never,Never,Never,A_great_deal,A_great_deal,Occasionally,Never,Never,Never,Never,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Less_than_a_week,Somewhat_useful,A_great_deal,Occasionally,Never,Occasionally,Occasionally,Computer_and_IT_training,1,0,0,0,1,0,0,1,0,1,0,Relevant,NA,Minor_effect,26-29,Female,Region2,,,1-2 years
104,,,,,,,1,,,,,,,I_am_currently_studying_at_the_university_level,NA,Not_currently_working,Engaged_in_education,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,1,400000,400000,Never,A_great_deal,A_great_deal,Occasionally,Never,Never,Never,Never,A_great_deal,A_great_deal,No,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,A_great_deal,A_great_deal,Never,Occasionally,A_great_deal,Completed_university_education,0,0,0,0,0,0,0,0,0,1,0,NA,Highly_competitive,Moderate_effect,23-25,Female,Region2,,,3-4 years
105,,,,,,,1,,,,,,,I_have_somesecondaryschool_education_but_left_before_graduation,2016,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Craftsmen,Electrical,NA,Less_than_5_workers,Somewhat_satisfied,Yes,To_get_higher_pay,"Likely,but_not_certain",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,100000,200000,Never,Occasionally,A_great_deal,Never,Never,Never,Never,Never,A_great_deal,NA,NA,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,6_months-1year,Somewhat_useful,A_great_deal,Never,Occasionally,Never,Occasionally,Completed_vocational_training,0,0,0,1,0,0,0,0,0,1,0,Somewhat_relevant,NA,Moderate_effect,20-22,Male,Region1,,,1-2 years
106,,,,,,,1,,,,,,,I_have_some_university_level_education_but_left_before_graduation,2014,Not_currently_working,Not_working_or_seeking_work_for_other_reasons,NA,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,3,0,NA,1,600000,800000,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,A_great_deal,A_great_deal,A_great_deal,Never,No,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,Occasionally,Never,Never,Never,A_great_deal,Completed_vocational_training,0,1,0,0,0,0,0,0,0,0,0,NA,Highly_competitive,Major_effect,20-22,Male,Region3,,,3-4 years
107,,,,,,,1,,,,,,,I_have_somesecondaryschool_education_but_left_before_graduation,2010,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_family_business,paid,,0,Clerical,Healthcareoccupation,NA,6-10_workers,Somewhat_satisfied,Yes,To_have_better_career_prospects,Very_likely,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,200000,500000,Never,Never,A_great_deal,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6_months-1year,Not_useful,A_great_deal,Never,Occasionally,Never,Never,Completed_secondary_education,0,0,1,0,1,0,0,0,0,1,0,Not_relevant,NA,No_effect,20-22,Female,Region3,,,1-2 years
108,,,,,,,1,,,,,,,I_have_some_university_level_education_but_left_before_graduation,2015,Not_currently_working,Engaged_in_education,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,,NA,NA,NA,Work_for_the_government/public_sector,NA,NA,NA,NA,NA,NA,NA,Less_than_a_week,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,1,500000,1200000,Never,Occasionally,A_great_deal,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,No,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,Occasionally,Occasionally,Never,Occasionally,A_great_deal,Completed_university_education,0,0,0,0,0,0,1,0,0,0,0,NA,Slightly_competitive,Major_effect,20-22,Male,Region3,,,3-4 years
113,,,,,,,1,,,,,,,I_have_completed_my_university_education,2017,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_for_the_government/public_sector,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,0,NA,800000,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,NA,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,Occasionally,Never,Never,Never,A_great_deal,Completed_university_education,0,0,1,0,1,0,0,0,1,0,0,NA,Slightly_competitive,Moderate_effect,23-25,Female,Region1,,,1-2 years
